ranking,name,age,sector,gender,title,self_made,organization,country
445,Clive Calder,76,Media & Entertainment,M,,,,CYM
445,Arthur Irving,93,Energy,M,,,,CAN
445,Fredrik Lundberg,71,Real Estate,M,,,,SWE
445,Thomas Schmidheiny,77,Construction & Engineering,M,,,,CHE
445,Helmut Sohmen,83,Logistics,M,,,,HKG
445,Daniel Ziff,51,Finance & Investments,M,,,,USA
445,Dirk Ziff,59,Finance & Investments,M,,,,USA
445,Robert Ziff,56,Finance & Investments,M,,,,USA
455,Maria Angelicoussis,41,Logistics,F,,,,GRC
455,Ray Lee Hunt,79,Energy,M,,,,USA
455,Lai Meisong,52,Logistics,M,,,,CHN
455,Vikram Lal & family,81,Automotive,M,,,,IND
455,Ken Langone,87,Finance & Investments,M,,,,USA
455,Li Ge,56,Healthcare,M,,,,CHN
455,Karen Pritzker,65,Finance & Investments,F,,,,USA
455,Robert Rowling,69,Service,M,,,,USA
455,Teddy Sagi,51,Gambling & Casinos,M,,,,ISR
455,Seo Jung-jin,65,Healthcare,M,,,Celltrion Inc.,KOR
455,Wu Jianshu,59,Automotive,M,,,,CHN
466,Micky Arison,73,Service,M,Chairman and CEO,,Carnival Corp.,USA
466,James Chambers,65,Media & Entertainment,M,,,,USA
466,Pierre Chen,66,Technology,M,,,,TWN
466,John Collison,32,Technology,M,Cofounder,,Stripe,USA
466,Patrick Collison,34,Technology,M,Cofounder,,Stripe,USA
466,Archie Aldis Emmerson & family,93,Manufacturing,M,,,,USA
466,Piero Ferrari,77,Automotive,M,,,,ITA
466,Dan Friedkin,58,Automotive,M,owner and ceo,,Gulf States Toyota,USA
466,James Irving,95,Diversified,M,,,,CAN
466,Jiang Weiping & family,68,Manufacturing,M,,,,CHN
466,Wolfgang Marguerre & family,81,Healthcare,M,,,,DEU
466,Ludwig Merckle,58,Finance & Investments,M,,,,DEU
466,Mitchell Rales,66,Manufacturing,M,,,,USA
466,Katharine Rayner,78,Media & Entertainment,F,,,,USA
466,Jean Salata,57,Finance & Investments,M,,,,HKG
466,Paul Singer,78,Finance & Investments,M,Investor,,Elliott Management,USA
466,Sergio Stevanato & family,80,Healthcare,M,,,,ITA
466,Margaretta Taylor,80,Media & Entertainment,F,,,,USA
466,Richard White,68,Technology,M,,,,AUS
466,Zhao Yan,56,Diversified,F,,,,CHN
486,Patrizio Bertelli,77,Fashion & Retail,M,,,,ITA
486,Mahendra Choksi & family,81,Manufacturing,M,,,,IND
486,Mat Ishbia,43,Finance & Investments,M,,,,USA
486,Leo Koguan,68,Technology,M,,,,SGP
486,Miao Hangen,58,Diversified,M,,,,CHN
486,Michael Pieper,77,Manufacturing,M,CEO of Artemis Group,,Artemis Real Estate Partners,CHE
486,Miuccia Prada,73,Fashion & Retail,F,"CEO, Fashion Designer",,Prada,ITA
486,Wolfgang Reimann,70,Fashion & Retail,M,,,,DEU
486,Matthias Reimann-Andersen,58,Fashion & Retail,M,,,,DEU
486,Stefan Reimann-Andersen,59,Fashion & Retail,M,,,,AUT
486,Renate Reimann-Haas,71,Fashion & Retail,F,,,,AUT
497,Todd Boehly,49,Finance & Investments,M,,,,USA
497,Rick Caruso,64,Real Estate,M,,,,USA
497,Ibrahim Erdemoglu,60,Manufacturing,M,,,,TUR
497,Elizabeth Johnson,59,Finance & Investments,F,,,,USA
497,Douglas Leone,65,Finance & Investments,M,Global Managing Partner,,Sequoia,USA
497,Prajogo Pangestu,78,Diversified,M,,,,IDN
497,Thomas Pritzker,72,Finance & Investments,M,Executive Chairman,,Hyatt Hotels,USA
497,Lynda Resnick,80,Food & Beverage,F,,,,USA
497,Stewart Resnick,86,Food & Beverage,M,,,,USA
497,Gary Rollins,78,Service,M,,,,USA
497,Mark Walter,62,Finance & Investments,M,CEO,,Guggenheim Partners LLC,USA
497,Ronald Wanek,81,Manufacturing,M,,,,USA
497,Erich Wesjohann & family,77,Food & Beverage,M,,,,DEU
497,M.A. Yusuff Ali,67,Fashion & Retail,M,,,,ARE
511,Alexandre Behring,56,Finance & Investments,M,,,,USA
511,Cheng Xue,53,Food & Beverage,F,,,,CHN
511,Robert Faith,59,Real Estate,M,,,,USA
511,Gao Dekang & family,71,Fashion & Retail,M,,,,CHN
511,Micky Jagtiani,71,Fashion & Retail,M,,,,ARE
511,Ananda Krishnan,85,Telecom,M,,,,MYS
511,Barry Lam,73,Technology,M,,,,TWN
511,"Robert Rich, Jr.",82,Food & Beverage,M,,,,USA
511,Mark Scheinberg,49,Gambling & Casinos,M,,,,GBR
511,Charles Simonyi,74,Technology,M,,,,USA
511,Ty Warner,78,Real Estate,M,,,,USA
511,Sam Zell,81,Real Estate,M,,,,USA
523,Fang Wei,49,Manufacturing,M,,,,CHN
523,Rekha Jhunjhunwala,59,Finance & Investments,F,,,,IND
523,Charles B. Johnson,90,Finance & Investments,M,Former Chairman and CEO,,Franklin Resources Inc.,USA
523,Kwon Hyuk-bin,49,Media & Entertainment,M,,,Smilegate Holdings,KOR
523,Sami Mnaymneh,61,Finance & Investments,M,,,,USA
523,Tony Tamer,65,Finance & Investments,M,,,,USA
523,Tse Ping & family,71,Healthcare,M,,,,HKG
523,Romesh T. Wadhwani,75,Technology,M,Founder and Chairman,,Symphony Technology Group,USA
523,Hansjoerg Wyss,88,Healthcare,M,,,,USA
523,Denise York & family,72,Sports,F,Co-Chairman,,San Francisco 49ers,USA
534,Ron Baron,79,Finance & Investments,M,,,,USA
534,Robert Bass,75,Energy,M,,,,USA
534,Dona Bertarelli,55,Healthcare,F,,,,CHE
534,Alexander Gerko,43,Finance & Investments,M,,,,GBR
534,Martin Haefner,69,Technology,M,,,,CHE
534,"Robert Hale, Jr.",56,Telecom,M,,,,USA
534,Viktor Kharitonin,50,Healthcare,M,,,,RUS
534,Kim Beom-su,57,Technology,M,,,,KOR
534,Jane Lauder,50,Fashion & Retail,F,,,,USA
534,George Lucas,78,Media & Entertainment,M,,,,USA
534,Janice McNair,86,Sports,F,,,,USA
534,Ugur Sahin,57,Healthcare,M,,,,DEU
534,Alexandra Schoerghuber & family,64,Real Estate,F,,,,DEU
534,Thomas Straumann,59,Healthcare,M,,,,CHE
534,Murat Ulker,64,Food & Beverage,M,,,,TUR
534,Chip Wilson,66,Fashion & Retail,M,Chairman,,Lululemon,CAN
552,Jim Davis & family,79,Manufacturing,M,Chairman,,New Balance,USA
552,Murali Divi & family,72,Healthcare,M,,,,IND
552,Dagmar Dolby & family,81,Technology,F,,,,USA
552,Tom Golisano,81,Service,M,,,,USA
552,Jonathan Gray,53,Finance & Investments,M,,,,USA
552,Bidzina Ivanishvili,67,Finance & Investments,M,,,,GEO
552,Lim Hariyanto Wijaya Sarwono,94,Metals & Mining,M,,,,IDN
552,Rudolf Maag,77,Healthcare,M,,,,CHE
552,Emanuele (Lino) Saputo & family,86,Food & Beverage,M,Chairman,,Saputo,CAN
552,Mark Shoen,72,Automotive,M,,,,USA
552,Dan Snyder,58,Sports,M,,,,USA
552,Chairul Tanjung,60,Diversified,M,,,,IDN
552,Kelcy Warren,67,Energy,M,,,,USA
552,Zhang Tao,50,Fashion & Retail,M,,,,CHN
567,Michael Ashley,58,Fashion & Retail,M,,,,GBR
567,Tomasz Biernacki,50,Fashion & Retail,M,,,,POL
567,Bernard Broermann,79,Healthcare,M,,,,DEU
567,Jimmy Haslam,69,Fashion & Retail,M,CEO,,Pilot Flying J,USA
567,H. Fisk Johnson,64,Manufacturing,M,,,,USA
567,S. Curtis Johnson,67,Manufacturing,M,,,,USA
567,Helen Johnson-Leipold,66,Manufacturing,F,,,,USA
567,Vinod Khosla,68,Technology,M,Investor,,Khosla Ventures,USA
567,Thai Lee,64,Technology,F,,,,USA
567,Winifred J. Marquart,63,Manufacturing,F,,,,USA
567,Pankaj Patel,70,Healthcare,M,,,,IND
567,Horst Julius Pudwill,78,Manufacturing,M,,,,HKG
567,Yu Yong,62,Finance & Investments,M,,,,CHN
580,Maria Fernanda Amorim & family,88,Diversified,F,,,,PRT
580,Gayle Benson,76,Sports,F,,,,USA
580,Jason Chang,78,Technology,M,,,,TWN
580,Ali Erdemoglu,63,Manufacturing,M,,,,TUR
580,Andre Esteves,54,Finance & Investments,M,,,,BRA
580,Carlo Fidani,68,Real Estate,M,Chairman,,Orlando Corporation,CAN
580,Hong Ra-hee,77,Technology,F,,,,KOR
580,Li Gaiteng,50,Manufacturing,M,,,,CHN
580,Thomas Secunda,68,Media & Entertainment,M,,,,USA
580,Zuowen Song,76,Diversified,M,,,,CHN
580,Tim Sweeney,52,Media & Entertainment,M,,,,USA
591,Bert Beveridge,61,Food & Beverage,M,,,,USA
591,Mark Cuban,64,Media & Entertainment,M,Owner,,Dallas Mavericks,USA
591,Charles Dolan & family,96,Media & Entertainment,M,Chairman and Founder,,Cablevision Systems Corp.,USA
591,Jack Dorsey,46,Technology,M,Cofounder,,Twitter,USA
591,Fan Hongwei,56,Energy,F,,,,CHN
591,Vladimir Kim,62,Metals & Mining,M,,,,KAZ
591,"Andre Koo, Sr.",55,Finance & Investments,M,,,,TWN
591,Ronald Lauder,79,Fashion & Retail,M,,,,USA
591,Li Chunan,54,Manufacturing,M,,,,CHN
591,Forrest Li,45,Media & Entertainment,M,,,,SGP
591,Richard Li,56,Telecom,M,,,,HKG
591,Doug Meijer & family,69,Fashion & Retail,M,,,,USA
591,Hank Meijer & family,71,Fashion & Retail,M,,,,USA
591,Mark Meijer & family,65,Fashion & Retail,M,,,,USA
591,Issad Rebrab & family,79,Food & Beverage,M,,,,DZA
591,Fred Smith,78,Logistics,M,Chairman and CEO,,FedEx Corp.,USA
591,Barry Sternlicht,62,Finance & Investments,M,,,,USA
591,Maximilian Viessmann,34,Manufacturing,M,,,,DEU
591,Russ Weiner,52,Food & Beverage,M,,,,USA
591,Xue Min,66,Healthcare,M,,,,CHN
611,Juan Domingo Beckmann Legorreta & family,55,Food & Beverage,M,,,,MEX
611,Dietmar Hopp & family,82,Technology,M,,,,DEU
611,Jiang Bin,56,Technology,M,,,,CHN
611,Joseph Liemandt,54,Technology,M,,,,USA
611,Theo Mueller,83,Food & Beverage,M,,,,CHE
611,N.R. Narayana Murthy,76,Technology,M,,,,IND
611,Marc Rowan,60,Finance & Investments,M,,,,USA
611,Hussain Sajwani,70,Real Estate,M,,,,ARE
611,David Velez & family,41,Finance & Investments,M,,,,BRA
611,Xu Jinfu,59,Manufacturing,M,,,,CHN
611,Samuel Yin,72,Diversified,M,,,,TWN
611,You Xiaoping & family,65,Manufacturing,M,,,,CHN
624,Stéphane Bancel,50,Healthcare,M,,,,USA
624,Margot Birmingham Perot,89,Technology,F,,,,USA
624,Neal Blue & family,88,Manufacturing,M,,,,USA
624,Jim Davis,63,Service,M,,,,USA
624,Rafael Del Pino,64,Construction & Engineering,M,,,,ESP
624,Peter Grogg,81,Healthcare,M,,,,CHE
624,Christian Haub,58,Fashion & Retail,M,,,,DEU
624,Mangal Prabhat Lodha,67,Real Estate,M,,,,IND
624,Jeffrey Lurie & family,71,Sports,M,,,,USA
624,Joe Mansueto,66,Finance & Investments,M,"Entrepreneur, Investor",,Morningstar Inc.,USA
624,Qian Dongqi & family,65,Manufacturing,M,,,,CHN
624,Mikhail Shelkov,54,Metals & Mining,M,,,,RUS
636,Patrick Drahi,59,Telecom,M,,,,CHE
636,Behdad Eghbali,46,Finance & Investments,M,,,,USA
636,Juan Carlos Escotet,63,Finance & Investments,M,,,,ESP
636,Jose E. Feliciano,49,Finance & Investments,M,,,,USA
636,Hu Kaijun,61,Healthcare,M,,,,CHN
636,Johnelle Hunt,91,Logistics,F,,,,USA
636,Marian Ilitch,90,Food & Beverage,F,,,,USA
636,Daryl Katz,61,Diversified,M,Founder and Chairman,,Katz Group,CAN
636,Andrei Kozitsyn,62,Metals & Mining,M,,,,RUS
636,Timur Kulibaev,56,Finance & Investments,M,,,,KAZ
636,Dinara Kulibaeva,55,Finance & Investments,F,,,,KAZ
636,Gwendolyn Sontheim Meyer,61,Food & Beverage,F,,,,USA
636,Jay Paul,75,Real Estate,M,,,,USA
636,Pham Nhat Vuong,54,Diversified,M,,,,VNM
636,Jon Stryker,64,Healthcare,M,,,,USA
636,Daniel Tsai,66,Finance & Investments,M,,,,TWN
636,Richard Tsai,65,Finance & Investments,M,,,,TWN
636,Frank Wang,42,Technology,M,Founder and CEO,,DJI Technology Co.,CHN
636,Wang Junshi & family,74,Manufacturing,M,,,,CHN
636,Wang Wenjing,58,Technology,M,,,,CHN
636,Herbert Wertheim,83,Finance & Investments,M,,,,USA
659,Shari Arison,65,Service,F,"Investor, Philanthropist",,,ISR
659,Pyotr Aven,68,Finance & Investments,M,,,,LVA
659,Chan Laiwa & family,82,Real Estate,F,Philanthropist,,,CHN
659,Chen Hua,57,Real Estate,M,,,,CHN
659,Thomas Hagen,87,Finance & Investments,M,,,,USA
659,"Rupert Johnson, Jr.",82,Finance & Investments,M,Vice Chairman and Director,,Franklin Resources Inc.,USA
659,Dewi Kam,72,Energy,F,,,,IDN
659,Min Kao & family,74,Technology,M,,,,USA
659,Eric Lefkofsky,53,Technology,M,Chairman,,Groupon,USA
659,Lin Bin,55,Technology,M,,,,CHN
659,Lin Li,59,Finance & Investments,M,,,,CHN
659,Michael Moritz,68,Technology,M,Investor,,Sequoia,USA
659,Jean (Gigi) Pritzker,60,Service,F,,,,USA
659,E. Joe Shoen,73,Automotive,M,,,,USA
659,Jeff Skoll,58,Technology,M,,,,USA
659,Lynsi Snyder,40,Food & Beverage,F,,,,USA
659,Djoko Susanto,73,Fashion & Retail,M,,,,IDN
659,Tahir & family,71,Diversified,M,,,,IDN
659,Peter Thiel,55,Finance & Investments,M,Investor,,Founders Fund,USA
679,Andrej Babis,68,Food & Beverage,M,,,,CZE
679,Hubert Burda,83,Media & Entertainment,M,,,,DEU
679,Nick Caporella,87,Food & Beverage,M,,,,USA
679,John Catsimatidis,74,Energy,M,,,,USA
679,Scott Cook,70,Technology,M,,,,USA
679,Luca Garavoglia,54,Food & Beverage,M,,,,ITA
679,Antti Herlin,66,Manufacturing,M,,,,FIN
679,Hong Jie,55,Manufacturing,M,,,,CHN
679,"Jeremy Jacobs, Sr. & family",83,Service,M,,,,USA
679,Igor Kesaev,56,Fashion & Retail,M,,,,RUS
679,Mary Alice Dorrance Malone,73,Food & Beverage,F,,,,USA
679,Joao Moreira Salles,61,Diversified,M,,,,BRA
679,Walther Moreira Salles Junior,66,Finance & Investments,M,,,,BRA
679,Arturo Moreno,76,Sports,M,,,,USA
679,Peter Spuhler,63,Manufacturing,M,,,,CHE
679,Donald Sterling,88,Real Estate,M,,,,USA
679,Kerry Stokes,82,Diversified,M,,,,AUS
679,Ken Xie,60,Technology,M,,,,USA
679,Liangzhi Xie & family,57,Healthcare,M,,,,CHN
699,Sid Bass,80,Energy,M,,,,USA
699,Ben Chestnut,48,Technology,M,,,,USA
699,Elisabeth DeLuca & family,75,Food & Beverage,F,,,,USA
699,Guangchang Guo,56,Diversified,M,,,,CHN
699,Vinod Rai Gupta,77,Manufacturing,F,,,,IND
699,John Henry,73,Sports,M,,,,USA
699,Travis Kalanick,46,Technology,M,Cofounder,,Uber Technologies Inc.,USA
699,Koon Poh Keong,61,Manufacturing,M,,,,MYS
699,Dan Kurzius,51,Technology,M,,,,USA
699,Paul Lee,65,Manufacturing,M,,,,CHN
699,Tobi Lutke,42,Technology,M,,,,CAN
699,Gail Miller,79,Automotive,F,,,,USA
699,Rajan Mittal,63,Telecom,M,,,,IND
699,Rakesh Mittal,67,Telecom,M,,,,IND
699,Isaac Perlmutter,80,Media & Entertainment,M,Chairman,,Marvel Entertainment,USA
699,"Bernard Saul, II.",90,Finance & Investments,M,Chairman and CEO,,Saul Centers,USA
699,Shaul Shani,68,Telecom,M,,,,ITA
699,Steven Spielberg,76,Media & Entertainment,M,,,,USA
699,Jerzy Starak,75,Healthcare,M,,,,POL
699,Torbjorn Tornqvist,69,Energy,M,,,,CHE
699,Rufino Vigil Gonzalez,74,Metals & Mining,M,,,,MEX
699,Zhang Daocai,73,Diversified,M,,,,CHN
721,Juergen Blickle,76,Manufacturing,M,,,,DEU
721,"Austen Cargill, II.",72,Food & Beverage,M,,,,USA
721,"James Cargill, II.",73,Food & Beverage,M,,,,USA
721,Vanich Chaiyawan,91,Finance & Investments,M,,,,THA
721,Chen Dongsheng,65,Finance & Investments,M,,,,CHN
721,Mong-Koo Chung,85,Automotive,M,,,,KOR
721,Kenneth Dart,67,Finance & Investments,M,,,,CYM
721,Giuseppe De'Longhi & family,83,Fashion & Retail,M,,,,ITA
721,Guenther Fielmann & family,83,Healthcare,M,,,,DEU
721,W. Herbert Hunt,94,Energy,M,Investor,,,USA
721,James Irsay,63,Sports,M,CEO,,Indianapolis Colts,USA
721,Marianne Liebmann,69,Food & Beverage,F,,,,USA
721,Jorge Moll Filho & family,78,Healthcare,M,,,,BRA
721,Fernando Roberto Moreira Salles,76,Diversified,M,,,,BRA
721,Pedro Moreira Salles,63,Diversified,M,,,,BRA
721,Gabe Newell,60,Gambling & Casinos,M,Cofounder and CEO,,Valve Corporation,USA
721,Alfred Oetker,56,Fashion & Retail,M,,,,DEU
721,Carl Ferdinand Oetker,50,Fashion & Retail,M,,,,DEU
721,Julia Oetker,44,Fashion & Retail,F,,,,DEU
721,Ruan Hongliang & family,62,Manufacturing,M,,,,CHN
721,Mark Stevens,63,Finance & Investments,M,,,,USA
721,Tsai Hong-tu,70,Finance & Investments,M,,,,TWN
721,Nusli Wadia,79,Food & Beverage,M,,,,IND
721,Wu Yiling,73,Healthcare,M,,,,CHN
721,Yu Renrong,57,Manufacturing,M,,,,CHN
721,Zhu Baoguo & family,60,Healthcare,M,,,,CHN
748,Rahul Bhatia,63,Service,M,,,,IND
748,Francesco Gaetano Caltagirone,80,Construction & Engineering,M,,,,ITA
748,Barry Diller,81,Media & Entertainment,M,,,,USA
748,Wesley Edens,61,Finance & Investments,M,,,,USA
748,Stephen Feinberg,63,Finance & Investments,M,Co-founder and CEO,,Cerberus Capital Management,USA
748,Rakesh Gangwal,69,Service,M,,,,USA
748,Joseph Grendys,61,Food & Beverage,M,,,,USA
748,Martha Ingram & family,87,Media & Entertainment,F,Former Chairman,,"Ingram Industries, Inc.",USA
748,Li Xiang,41,Automotive,M,,,,CHN
748,"H. Ross Perot, Jr.",64,Real Estate,M,,,,USA
748,Chandru Raheja,82,Real Estate,M,,,,IND
748,Trevor Rees-Jones,71,Energy,M,,,,USA
748,Yasumitsu Shigeta,58,Telecom,M,,,,JPN
748,Su Qingcan,54,Healthcare,M,,,,CHN
748,Tsai Cheng-ta,73,Finance & Investments,M,,,,TWN
748,Steven Udvar-Hazy,77,Service,M,CEO and Chairman,,Air Lease Corp.,USA
748,Elizabeth Uihlein,77,Manufacturing,F,Entrepreneur,,,USA
748,Richard Uihlein,77,Manufacturing,M,,,,USA
766,Hayes Barnard,51,Finance & Investments,M,,,,USA
766,William Berkley,76,Finance & Investments,M,Chairman and CEO,,WR Berkley,USA
766,Charles Cohen,71,Real Estate,M,,,,USA
766,Yakir Gabay,56,Real Estate,M,,,,GBR
766,Huang Li,59,Technology,M,,,,CHN
766,Brad Jacobs,66,Logistics,M,,,,USA
766,Ji Qi,56,Real Estate,M,,,,CHN
766,Jason Jiang,50,Media & Entertainment,M,,,,CHN
766,Jim Kavanaugh,60,Technology,M,,,,USA
766,Richard LeFrak & family,77,Real Estate,M,,,,USA
766,Mikhail Lomtadze,47,Finance & Investments,M,,,,KAZ
766,Tom Morris,68,Fashion & Retail,M,,,,GBR
766,Shigenobu Nagamori,78,Manufacturing,M,,,,JPN
766,Daniel Och,62,Finance & Investments,M,Founder,,Och-Ziff Capital Management,USA
766,Horst Paulmann & family,88,Fashion & Retail,M,,,,CHL
766,Anthony Pritzker,62,Service,M,,,,USA
766,John Sall,75,Technology,M,"Co-Founder, Executive Vice President",,SAS Institute,USA
766,Howard Schultz,69,Food & Beverage,M,,,,USA
766,Richard Schulze,82,Fashion & Retail,M,Chairman,,Best Buy Co. Inc.,USA
766,Yitzhak Tshuva,74,Real Estate,M,,,,ISR
766,Wang Yanqing & family,56,Manufacturing,M,,,,CHN
787,Rajiv Bajaj,56,Diversified,M,,,,IND
787,Sanjiv Bajaj,53,Diversified,M,,,,IND
787,Leonid Boguslavsky,71,Finance & Investments,M,,,,ITA
787,Jim Coulter,63,Finance & Investments,M,,,,USA
787,Nicolas D'Ieteren,47,Automotive,M,,,,CHE
787,Beatriz Davila de Santo Domingo,84,Food & Beverage,F,,,,BMU
787,Bob Gaglardi,82,Real Estate,M,,,,CAN
787,Jaime Gilinski Bacal,65,Finance & Investments,M,Investor,,,GBR
787,Pansy Ho,60,Gambling & Casinos,F,,,,HKG
787,Alan Howard,59,Finance & Investments,M,Founder,,Brevan Howard Asset Management,CHE
787,Huang Yi,61,Automotive,M,,,,CHN
787,Peter Kellogg,80,Finance & Investments,M,,,,USA
787,Vyacheslav Kim,53,Finance & Investments,M,,,,KAZ
787,Josh Kushner,37,Finance & Investments,M,Managing Partner,,Thrive Capital,USA
787,Samuel Tak Lee,83,Real Estate,M,,,,HKG
787,Edwin Leong,71,Real Estate,M,,,,HKG
787,"Stephen Mandel, Jr.",67,Finance & Investments,M,Founder,,Lone Pine Capital,USA
787,Mohamed Mansour,75,Diversified,M,,,,GBR
787,Masahiro Miki,67,Fashion & Retail,M,,,,JPN
787,Masahiro Noda,84,Technology,M,,,,JPN
787,Cliff Obrecht,37,Technology,M,,,,AUS
787,Melanie Perkins,35,Technology,F,Cofounder & CEO,,Canva,AUS
787,J.B. Pritzker,58,Finance & Investments,M,,,,USA
787,Juan Roig,73,Fashion & Retail,M,,,,ESP
787,Jerry Speyer & family,82,Real Estate,M,,,,USA
787,Lawrence Stroll,63,Fashion & Retail,M,,,,CHE
787,Tung Chee Chen,80,Logistics,M,,,,HKG
787,Wang Junlin,60,Food & Beverage,M,,,,CHN
787,Xia Zuoquan,61,Automotive,M,,,,CHN
787,Zeng Fangqin,57,Technology,F,,,,CHN
787,Zhang Jian,54,Manufacturing,M,,,,CHN
818,Rocco Basilico,33,Fashion & Retail,M,,,,USA
818,Maurizio Billi,65,Healthcare,M,,,,BRA
818,Fashu Chen,62,Finance & Investments,M,,,,CHN
818,Giuseppe Crippa & family,87,Manufacturing,M,,,,ITA
818,Daniel D'Aniello,76,Finance & Investments,M,,,,USA
818,Claudio Del Vecchio,66,Fashion & Retail,M,,,,USA
818,Clemente Del Vecchio,18,Fashion & Retail,M,,,,ITA
818,Leonardo Maria Del Vecchio,27,Fashion & Retail,M,,,,ITA
818,Luca Del Vecchio,21,Fashion & Retail,M,,,,ITA
818,Marisa Del Vecchio,64,Fashion & Retail,F,,,,ITA
818,Paola Del Vecchio,61,Fashion & Retail,F,,,,LUX
818,Walter P.J. Droege,70,Finance & Investments,M,,,,DEU
818,Fan Daidi,57,Fashion & Retail,F,,,,CHN
818,Peter Gassner,58,Technology,M,,,,USA
818,Mikhail Gutseriev,65,Energy,M,,,,RUS
818,Patrick Lee,81,Manufacturing,M,,,,HKG
818,Leng Youbin,54,Food & Beverage,M,,,,CHN
818,Daniel Loeb,61,Finance & Investments,M,Investor,,Third Point,USA
818,Margarita Louis-Dreyfus & family,60,Food & Beverage,F,President,,Louis Dreyfus SAS,CHE
818,Prasert Prasarttong-Osoth,90,Healthcare,M,,,,THA
818,Ira Rennert,88,Finance & Investments,M,,,,USA
818,Dirk Rossmann & family,76,Fashion & Retail,M,,,,DEU
818,Arkady Rotenberg,71,Construction & Engineering,M,,,,RUS
818,Remo Ruffini,61,Fashion & Retail,M,,,,ITA
818,Vivek Chaand Sehgal,66,Automotive,M,,,,IND
818,Scott Shleifer,45,Finance & Investments,M,Investor,,Tiger Global Management,USA
818,Thomas Siebel,70,Technology,M,,,,USA
818,Wim van der Leegte & family,75,Manufacturing,M,,,,NLD
818,Xiao Yongming & family,58,Diversified,M,,,,CHN
818,Michael Xie,54,Technology,M,,,,USA
818,Yang Shaopeng,65,Logistics,M,,,,CHN
818,Nicoletta Zampillo,65,Fashion & Retail,F,,,,MCO
818,Barry Zekelman,56,Manufacturing,M,,,,CAN
852,William Ackman,56,Finance & Investments,M,"Founder, CEO",,"Pershing Square Capital Management, L.P.",USA
852,Somphote Ahunai,55,Energy,M,,,,THA
852,Igor Altushkin,52,Metals & Mining,M,,,,RUS
852,Ramon Ang,69,Food & Beverage,M,,,,PHL
852,Acharya Balkrishna,50,Food & Beverage,M,,,,IND
852,Markus Blocher,52,Manufacturing,M,,,,CHE
852,Richard Branson,72,Diversified,M,,,,VGB
852,Cho Jung-ho,64,Finance & Investments,M,,,Meritz Financial Group,KOR
852,Alessandra Garavoglia,63,Food & Beverage,F,,,,ITA
852,Laurence Graff & family,84,Fashion & Retail,M,,,,CHE
852,"Amos Hostetter, Jr.",86,Media & Entertainment,M,Chair,,Pilot House Associates,USA
852,Robert Johnson,75,Sports,M,,,,USA
852,Steven Klinsky,66,Finance & Investments,M,Founder & CEO,,New Mountain Capital,USA
852,William Lauder,62,Fashion & Retail,M,,,,USA
852,John Middleton,68,Food & Beverage,M,,,,USA
852,Hiroshi Mikitani,58,Fashion & Retail,M,,,,JPN
852,Bob Parsons,72,Technology,M,,,,USA
852,J. Joe Ricketts & family,81,Finance & Investments,M,,,,USA
852,Herb Simon,88,Real Estate,M,"Chairman Emeritus of the Board of Simon Property Group, Inc.",,Simon Property Group,USA
852,Leena Tewari,65,Healthcare,F,,,,IND
852,Stefan von Holtzbrinck,59,Media & Entertainment,M,,,,DEU
852,Hans Peter Wild,81,Food & Beverage,M,,,,CHE
852,Wu Guanjiang & family,54,Healthcare,M,,,,CHN
852,Yi Zheng,52,Technology,M,,,,CHN
852,Eric Yuan & family,53,Technology,M,Founder and CEO,,Zoom Video Communications,USA
852,Charles Zegar,75,Media & Entertainment,M,,,,USA
878,John Arnold,49,Finance & Investments,M,Founder,,Centaurus Advisors,USA
878,Bill Austin,81,Manufacturing,M,,,,USA
878,Chen Shibin,56,Manufacturing,M,,,,CHN
878,Bennett Dorrance,77,Food & Beverage,M,,,,USA
878,Walter Faria,68,Food & Beverage,M,,,,BRA
878,Walter Frey,79,Automotive,M,,,,CHE
878,Fu Liquan & family,55,Technology,M,,,,CHN
878,John Gandel,88,Real Estate,M,,,,AUS
878,Peter Gilgan,72,Construction & Engineering,M,"Founder, CEO and Chairman",,Mattamy Group Corp.,CAN
878,Kwek Leng Beng,82,Diversified,M,,,,SGP
878,Pablo Legorreta,59,Finance & Investments,M,,,,USA
878,Arnon Milchan,78,Media & Entertainment,M,,,,ISR
878,Akio Nitori,79,Fashion & Retail,M,,,,JPN
878,Julio Ponce Lerou,77,Metals & Mining,M,,,,CHL
878,Rodger Riney & family,77,Finance & Investments,M,Cofounder,,"Scottrade, Inc.",USA
878,Phil Ruffin,88,Diversified,M,,,,USA
878,Naguib Sawiris,68,Telecom,M,,,,EGY
878,Neil Shen,55,Finance & Investments,M,Investor,,Sequoia China,CHN
878,Gil Shwed,54,Technology,M,,,,ISR
878,Stephen Smith,71,Finance & Investments,M,,,,CAN
878,Nik Storonsky,38,Finance & Investments,M,,,,GBR
878,Jeffrey Talpins,48,Finance & Investments,M,Founder,,Element Capital Management,USA
878,Carl Thoma,74,Finance & Investments,M,Investor,,,USA
878,Todd Wanek,59,Manufacturing,M,,,,USA
878,Xue Hua,53,Manufacturing,M,,,,CHN
878,Takao Yasuda,73,Fashion & Retail,M,,,,SGP
905,Giuliana Benetton,85,Fashion & Retail,F,,,,ITA
905,Luciano Benetton,87,Fashion & Retail,M,,,,ITA
905,Arun Bharat Ram,82,Manufacturing,M,,,,IND
905,Ron Burkle,70,Finance & Investments,M,Investor,,"The Yucaipa Companies, LLC",GBR
